date,listeners,monthly listeners,monthly active listeners,super listeners,streams,playlist adds,saves,followers
2025-06-18,621307,8360756,4563418,168767,1048626,31169,14844,2142526
2025-06-19,612585,8349849,4556345,168093,1037238,31559,14569,2142890
2025-06-20,620549,8345123,4547020,167544,1048220,30682,14780,2143090
2025-06-21,621302,8350532,4540614,166929,1063553,31136,14397,2142500
2025-06-22,569079,8343015,4534456,166227,984613,30191,13357,2141975
2025-06-23,584994,8334732,4528705,165782,982127,31467,14335,2142258
2025-06-24,609498,8329730,4522299,165221,1022126,31024,14883,2142549
2025-06-25,621046,8336726,4517896,164520,1041737,30703,15250,2142881
2025-06-26,625209,8345356,4518267,164097,1048097,31032,14912,2143166
2025-06-27,619710,8343259,4516515,163653,1037652,29463,14451,2143468
2025-06-28,588513,8336209,4512948,163080,1002749,29622,14176,2143824
2025-06-29,565031,8337440,4510932,162788,975155,30389,13643,2144124
2025-06-30,610381,8354855,4509889,162399,1024132,31257,15415,2144346
2025-07-01,603185,8363056,4507033,161759,1003394,31457,15202,2144652
2025-07-02,588273,8366072,4503829,161596,988229,30176,14562,2144914
2025-07-03,597250,8362968,4505510,161844,1012009,30915,14953,2145225
2025-07-04,601114,8349385,4503005,161460,1020646,29742,14578,2145559
2025-07-05,571170,8335026,4499003,160794,979032,28706,12815,2145845
2025-07-06,561127,8336912,4495376,160414,975413,30248,13856,2145861
2025-07-07,592065,8312770,4490415,159918,1010443,32723,14771,2146164
2025-07-08,592045,8303138,4486373,159326,998602,31609,14125,2146475
2025-07-09,604172,8294420,4480686,158683,1017267,30538,14726,2146763
2025-07-10,618312,8285693,4475866,157837,1042845,31502,15515,2147048
2025-07-11,618329,8263358,4469899,157237,1043281,32832,14542,2147342
2025-07-12,583453,8256568,4467559,156818,999826,30102,13841,2147660
2025-07-13,554365,8257155,4466558,156536,958389,30918,14246,2147941
2025-07-14,575147,8254254,4464398,156198,974381,31006,13817,2148204
2025-07-15,587340,8245966,4461143,155861,985607,33816,14534,2148455
2025-07-16,579054,8221334,4457731,155797,989278,32761,15415,2148790
2025-07-17,575459,8211658,4454596,155606,976120,32091,14277,2149120
2025-07-18,595454,8208219,4453547,155557,1013915,32008,14286,2149427
2025-07-19,581819,8184031,4451644,155226,992752,29519,13704,2149661
2025-07-20,547838,8179688,4451286,154948,947376,30055,13128,2149892
2025-07-21,564873,8163844,4449742,154664,959061,31145,14114,2150152
2025-07-22,572616,8145447,4448310,154437,963216,31996,14461,2150419
2025-07-23,608336,8137804,4445043,154494,1016594,32091,15068,2150671
2025-07-24,608562,8129710,4440385,154463,1023786,32316,16268,2150986
2025-07-25,656966,8149892,4440365,154779,1115531,37288,22099,2151317
2025-07-26,624987,8167594,4441536,154959,1070563,32424,18196,2151680
2025-07-27,591449,8177071,4441609,155211,1027145,32099,17041,2152019
2025-07-28,611464,8169975,4441519,155505,1044861,32871,17178,2152309
2025-07-29,613954,8177998,4443179,155699,1040674,32892,17463,2152627
2025-07-30,618044,8189603,4443681,155969,1050807,33430,16201,2152952
2025-07-31,616577,8192499,4443856,155732,1045940,32910,16328,2153275
2025-08-01,616755,8190575,4443923,155852,1043235,32281,15277,2153568
2025-08-02,603834,8202764,4447919,156166,1030705,30257,14770,2153868
2025-08-03,553282,8200196,4448125,156305,958303,31465,13109,2154144
2025-08-04,599833,8197757,4448677,156310,1008614,32701,14567,2154389
2025-08-05,605434,8204538,4449261,156264,1014545,32338,15333,2154672
2025-08-06,613728,8208245,4449619,156460,1030624,32405,15378,2154937
2025-08-07,620055,8214055,4447561,156276,1044650,31599,15165,2155258
2025-08-08,627480,8220338,4446269,156336,1060075,31582,15136,2155572
2025-08-09,592977,8231235,4446808,156446,1018833,29623,13735,2155880
2025-08-10,550168,8226621,4446206,156578,958976,30009,13439,2156210
2025-08-11,590334,8231812,4447067,156714,1000420,30296,14103,2156473
2025-08-12,598647,8235743,4445768,156938,1009776,29929,14578,2156781
2025-08-13,590045,8235386,4444294,156766,1000612,30064,14487,2157082
2025-08-14,592751,8239852,4444108,156715,1007060,30742,14170,2157346
2025-08-15,571748,8231675,4439267,156601,974129,30616,13766,2157662
2025-08-16,573103,8229833,4435310,156466,987141,33675,13603,2157942
2025-08-17,552243,8236586,4433986,156387,960705,32771,13440,2158205
2025-08-18,571525,8244040,4433223,156258,970271,30791,14239,2158485
2025-08-19,569606,8246668,4432983,156191,965721,30081,15128,2158779
2025-08-20,569762,8231598,4431149,156044,967825,31312,14387,2159094
2025-08-21,604073,8235758,4431519,156059,1023288,32810,16248,2159649
2025-08-22,656558,8232762,4435892,156552,1132071,37435,24104,2160101
2025-08-23,602957,8225785,4437749,157017,1067332,33433,19510,2160559
2025-08-24,573376,8228558,4438847,157153,1018946,35216,17823,2160914
2025-08-25,615303,8225560,4439864,157016,1056032,33404,18695,2161271
2025-08-26,614648,8223067,4440635,157069,1039626,32662,18021,2161620
2025-08-27,608818,8221302,4441333,157021,1042879,32795,17406,2161995
2025-08-28,605449,8217005,4439687,157205,1038649,32324,16685,2162356
2025-08-29,605897,8212683,4437336,157258,1043149,31509,15000,2162699
2025-08-30,576593,8205198,4432435,157100,999354,30798,13672,2163017
2025-08-31,541945,8200143,4429973,157192,952019,31455,13131,2163350
2025-09-01,566131,8192089,4427604,156844,965583,30875,13717,2163645
2025-09-02,571059,8173766,4424437,156784,964671,29996,13594,2163962
2025-09-03,563522,8143316,4420479,156641,958673,29896,13665,2164262
2025-09-04,563631,8111756,4415921,156566,949599,27972,12919,2164550
2025-09-05,564004,8076701,4408415,156630,958717,28926,13123,2164762
2025-09-06,551677,8046981,4400969,156399,960868,29284,12875,2165104
2025-09-07,527350,8032811,4395136,156221,928054,29319,12306,2165422
2025-09-08,552284,8016386,4389715,155995,940524,29067,13255,2165690
2025-09-09,571342,7989590,4384906,155719,962614,28659,13622,2165828
2025-09-10,581337,7986858,4380378,155645,977737,28875,14174,2166068
2025-09-11,573394,7977417,4373064,155326,966675,27492,13427,2166269
2025-09-12,581184,7967403,4369456,155223,982810,27856,13572,2166478
2025-09-13,550878,7960151,4363759,155300,961009,26932,12629,2166685
2025-09-14,516602,7936501,4356099,155118,905960,28131,12290,2166922
2025-09-15,545573,7915971,4349453,154917,921669,27348,12778,2167137
2025-09-16,536677,7904464,4342007,154369,909262,28679,12661,2167384
2025-09-17,559628,7897120,4336514,154099,944009,29803,13051,2167604
2025-09-18,560886,7880056,4331334,153828,947438,29070,12970,2167854
2025-09-19,580523,7843099,4321324,152855,976293,29203,13682,2168094
2025-09-20,573430,7831006,4313707,151819,978558,31240,14214,2168277
2025-09-21,543965,7820047,4306620,151067,943834,32803,13791,2168541
2025-09-22,557365,7797913,4300015,150200,946478,31314,13653,2168763
2025-09-23,547557,7770748,4292947,149416,926018,29786,13220,2169001
2025-09-24,563813,7746490,4287158,148611,944671,30282,13417,2169256
2025-09-25,570317,7728961,4282235,147988,954640,30106,13765,2169504
2025-09-26,647163,7748597,4283064,147707,1080921,37613,21799,2169781
2025-09-27,585757,7749432,4283222,147553,1008483,33938,16186,2170040
2025-09-28,542894,7759939,4281994,147388,943913,35536,14980,2170269
2025-09-29,574653,7751287,4281469,147297,974076,30943,14720,2170487
2025-09-30,583657,7761881,4282021,147251,975005,30716,14352,2170676
2025-10-01,579062,7770521,4282219,147007,973895,28747,14306,2170913
2025-10-02,574571,7777012,4282952,147155,966077,30083,14154,2171122
2025-10-03,592134,7786805,4284621,146967,1001241,30347,14104,2171311
2025-10-04,570052,7789526,4285118,146943,994953,29158,13607,2171468
2025-10-05,531624,7786350,4283581,146728,937822,30399,13490,2171720
2025-10-06,558493,7788487,4283171,146473,941023,31394,14191,2171977
2025-10-07,565590,7794517,4282599,146184,942632,28555,13222,2172220
2025-10-08,574455,7798589,4282712,146158,963069,28453,13426,2172467
2025-10-09,567041,7798039,4284503,146129,958178,28579,13935,2172679
2025-10-10,583559,7803647,4286258,146246,981899,28228,13606,2172913
2025-10-11,575937,7813515,4288222,146262,988187,29398,13417,2173188
2025-10-12,555022,7839177,4290205,146236,967877,31133,13942,2173484
2025-10-13,555089,7849814,4292804,146395,943049,29316,13470,2173766
2025-10-14,575399,7872363,4297353,146661,961860,29136,13713,2174005
2025-10-15,570786,7878897,4299168,146829,961226,28758,14021,2174203
2025-10-16,586132,7886669,4299311,146874,986834,28066,13832,2174462
2025-10-17,591727,7889225,4297558,146814,997674,28181,14044,2174659
2025-10-18,571150,7879980,4295297,146871,976499,28315,13088,2174876
2025-10-19,536839,7878961,4292427,146703,934985,29016,13009,2175040
2025-10-20,565383,7884535,4290275,146624,950444,29445,13522,2175256
2025-10-21,538366,7888776,4289165,146549,901878,28528,13260,2175431
2025-10-22,531969,7880336,4287700,146438,899744,28438,13109,2175643
2025-10-23,543287,7875853,4285098,146466,918305,28192,12609,2175835
2025-10-24,617341,7862460,4280697,146108,1027425,30824,14491,2176048
2025-10-25,581210,7868790,4276604,145891,992935,28166,13174,2176320
2025-10-26,525232,7860638,4272888,145889,907631,28548,12344,2176536
2025-10-27,545725,7845241,4269019,145608,921316,28284,12310,2176738
2025-10-28,561849,7840048,4266048,145376,933437,27382,12452,2177060
2025-10-29,559419,7833597,4263111,145076,935498,27422,12918,2177176
2025-10-30,580164,7829317,4262654,144754,962080,27987,13919,2177374
2025-10-31,629705,7862242,4264234,144495,1033963,29058,16833,2177447
2025-11-01,548055,7853496,4259490,144097,935355,26517,13039,2177608
2025-11-02,521489,7850644,4257979,143896,903340,28326,12961,2177838
2025-11-03,546269,7849657,4258995,143953,911393,28143,13217,2178030
2025-11-04,548529,7850205,4261649,143891,910618,27831,13218,2178246
2025-11-05,584369,7855650,4263411,144137,968404,29155,13863,2178459
2025-11-06,590202,7866255,4264747,144421,979709,29076,13875,2178711
2025-11-07,626200,7879630,4264971,144422,1057856,31031,15512,2178967
2025-11-08,602675,7890852,4265791,144697,1034021,30395,14882,2179253
2025-11-09,553731,7883604,4265237,144739,961778,30085,14089,2179506
2025-11-10,593964,7902926,4267044,144634,991558,28737,15166,2179732
2025-11-11,596212,7922002,4265894,144505,989424,28749,14404,2179982
2025-11-12,582008,7924749,4264919,144306,965723,28296,13987,2180211
2025-11-13,552057,7913929,4263238,144491,923669,27820,29505,2180472
2025-11-14,598035,7913370,4262921,145543,1039303,34448,70568,2180867
2025-11-15,594683,7932503,4263347,146206,1024352,31591,18455,2181270
2025-11-16,562677,7951044,4264141,146443,977167,31822,17006,2181597
2025-11-17,561408,7953520,4263783,146880,961923,29689,16964,2181882
2025-11-18,593315,7972966,4264673,147284,990955,29617,17404,2182206
2025-11-19,624167,8018336,4266149,147523,1023208,29675,17748,2182547
2025-11-20,607690,8039354,4266398,147979,1021483,29675,17419,2182912
2025-11-21,610242,8027654,4263860,148077,1021449,30666,16510,2183268
2025-11-22,603375,8024580,4262568,148317,1034070,30747,16405,2183637
2025-11-23,583567,8047419,4261593,148612,1004772,32422,16792,2184064
2025-11-24,596430,8074191,4260994,148780,992902,31285,15839,2184431
2025-11-25,563413,8067237,4259410,148988,954550,28688,15154,2184763
2025-11-26,570835,8065295,4257952,149123,965267,28762,14492,2185095
2025-11-27,545856,8055073,4249732,148935,920229,26482,13487,2185386
2025-11-28,560433,8023717,4239244,148419,934165,26464,13884,2185660
2025-11-29,556291,8019188,4237033,148377,941640,27225,14370,2185966
2025-11-30,549665,8024745,4235505,148373,934235,28600,14279,2186335
2025-12-01,567248,8030983,4232640,148201,939166,28086,14998,2186682
2025-12-02,572978,8040284,4229265,147707,944509,27848,15231,2186992
2025-12-03,570307,8030975,4223429,147229,936796,36478,20416,2187600
2025-12-04,566700,8019924,4212779,146613,942894,36961,20114,2188239
2025-12-05,574522,7996500,4201043,145961,957421,33585,17596,2188655
2025-12-06,552663,7970580,4190806,145543,939405,31614,15567,2189093
2025-12-07,537461,7951089,4184841,144897,919598,32266,15762,2189528
2025-12-08,559603,7940280,4177710,144407,934687,31570,15756,2189903
2025-12-09,560649,7921616,4173082,144132,931294,30646,15183,2190256
2025-12-10,549749,7902258,4168752,143567,917607,29473,14960,2190611
2025-12-11,565207,7901533,4163747,143176,939301,29146,14704,2190895
2025-12-12,587956,7904076,4155633,141785,973999,29559,15363,2191237
2025-12-13,567225,7890125,4148339,140807,957919,29314,15090,2191547
2025-12-14,530491,7877454,4142373,140165,912223,29749,13844,2191874
2025-12-15,555548,7877879,4137711,139397,915922,28741,14172,2192095
2025-12-16,566353,7861983,4131483,138655,927509,28390,14794,2192381
2025-12-17,558298,7835276,4125227,137875,926345,27852,14497,2192687
2025-12-18,546740,7815962,4117640,136984,904715,27844,11621,2192949
2025-12-19,559119,7801518,4108879,136285,924660,27166,8671,2193161
2025-12-20,542386,7774930,4101903,135646,904215,26356,8502,2193407
2025-12-21,519623,7756219,4095247,134970,879497,27781,9634,2193686
2025-12-22,544676,7739582,4089814,134308,895932,28437,9733,2193933
2025-12-23,531508,7729358,4082402,133544,872227,26570,10362,2194180
2025-12-24,482200,7708215,4064489,132038,785144,22391,10178,2194431
2025-12-25,385474,7665562,4031416,129899,634226,20713,10099,2194651
2025-12-26,469283,7639826,4010450,128741,785374,25581,11595,2194900
2025-12-27,514160,7620670,4000718,128296,869367,28080,13471,2195205
2025-12-28,500150,7602856,3994615,127951,854950,29459,13219,2195492
2025-12-29,519869,7593898,3987059,127371,871726,29745,13742,2195815
2025-12-30,520427,7577063,3980675,126556,870017,29264,13529,2196110
2025-12-31,519744,7573258,3976901,125609,856431,25841,12443,2196429
2026-01-01,426734,7545694,3956189,123938,721942,22426,10640,2196682
2026-01-02,492689,7528945,3943852,123016,824429,29281,13580,2196950
2026-01-03,496238,7509699,3938266,122646,833073,28743,12641,2197201
2026-01-04,479624,7489001,3938582,122357,814203,31088,23054,2197553
2026-01-05,520819,7476846,3940244,121930,865349,29906,19072,2197808
2026-01-06,519054,7468148,3937474,121618,860957,29403,17805,2198090
2026-01-07,540714,7472880,3934934,121265,891694,28631,15190,2198357
2026-01-08,550539,7472178,3932038,121013,902070,29470,14925,2198643
2026-01-09,562574,7473135,3928523,120718,922190,30968,14359,2198883
2026-01-10,556753,7476148,3927246,120686,925539,30433,14205,2199186
2026-01-11,516918,7476465,3926825,120499,869338,29153,13814,2199495
2026-01-12,534897,7480593,3925630,120166,877296,28532,13733,2199707
2026-01-13,551607,7474951,3924145,119857,891178,27606,13913,2199928
2026-01-14,542605,7466547,3921688,119827,883907,28978,13793,2200196
2026-01-15,535362,7454573,3919334,119575,876334,27476,13830,2200452
2026-01-16,561258,7452407,3918747,119412,916339,27669,13983,2200741
2026-01-17,539670,7459069,3918099,119412,910124,28951,14159,2201045
2026-01-18,500189,7453407,3916893,119421,854724,28279,13581,2201332
2026-01-19,535179,7454169,3916208,119425,887746,28300,14277,2201564
2026-01-20,546390,7457806,3916612,119521,895400,28162,13825,2201800
2026-01-21,518231,7459002,3924398,120326,853682,26628,12423,2202054
2026-01-22,522202,7499061,3954086,122259,857309,27099,13233,2202263
2026-01-23,613145,7557939,3976979,123522,1008258,34032,20713,2202566
2026-01-24,562490,7577151,3985414,123975,949520,31105,16728,2202866
2026-01-25,508253,7586305,3985458,124247,868823,30639,15233,2203123
2026-01-26,529635,7586303,3985622,124657,878627,29726,15068,2203358
2026-01-27,527343,7577883,3984999,124983,871424,28518,14570,2203587
2026-01-28,538774,7558304,3982556,125847,890800,34006,14436,2203851
2026-01-29,550696,7585955,4003963,127596,908895,30757,15377,2204129
2026-01-30,587890,7619916,4018531,128521,953193,30365,15262,2204398
2026-01-31,558479,7649394,4027228,129152,928290,29920,13950,2204675
2026-02-01,499787,7662915,4030757,129562,850454,28870,14086,2204988
2026-02-02,521965,7660118,4031427,129503,859826,29066,13966,2205238
2026-02-03,553835,7669629,4034788,129559,902718,34989,14406,2205517
2026-02-04,542192,7666343,4037285,129772,882054,28717,13392,2205696
2026-02-05,525404,7653023,4038194,129784,857586,29195,26732,2205909
2026-02-06,604607,7656870,4042892,130578,1009413,36692,62893,2206173
2026-02-07,559590,7655136,4044425,131155,954901,31973,18973,2206508
2026-02-08,519594,7652130,4045187,131529,893494,31040,17553,2206747
2026-02-09,538481,7651118,4045108,131951,896837,31645,17322,2206974
2026-02-10,550522,7649740,4046529,132390,913025,35165,16801,2207194
2026-02-11,557221,7651310,4049952,132932,922455,32980,16544,2207423
2026-02-12,575196,7670802,4054148,133205,938595,33621,16953,2207677
2026-02-13,605841,7701148,4059823,133529,989987,34880,15973,2207890
2026-02-14,642299,7770519,4071142,133967,1082461,34997,14691,2208148
2026-02-15,572280,7807281,4077688,134385,982162,32544,13991,2208395
2026-02-16,554839,7817944,4079540,134307,908765,32072,13634,2208602
2026-02-17,570328,7835917,4080248,134116,929938,31927,14934,2208830
2026-02-18,563212,7851455,4081652,134117,923170,31838,14736,2209040
2026-02-19,543005,7850979,4081946,134098,890638,30381,13948,2209272
2026-02-20,572693,7832700,4080350,133688,925648,32117,14917,2209460
2026-02-21,557737,7837350,4080463,133349,920601,31040,14026,2209693
2026-02-22,513650,7841507,4084531,133115,851682,32264,13149,2209937
2026-02-23,526076,7842254,4087154,132945,841218,30233,13259,2210151
2026-02-24,543787,7853577,4088771,132791,874558,31788,14843,2210454
2026-02-25,543440,7854048,4089740,132500,883303,31423,14260,2210785
2026-02-26,540175,7841434,4089431,132259,886814,31293,13891,2211075
2026-02-27,548400,7812440,4088486,132157,901408,30906,13565,2211291
2026-02-28,534419,7796764,4086190,131902,889918,29807,13265,2211538
2026-03-01,504528,7797429,4085521,131697,860069,32693,13556,2211832
2026-03-02,497058,7785033,4085804,131715,824577,33587,13136,2212100
2026-03-03,498837,7763146,4085341,131302,820407,32232,13376,2212395
2026-03-04,511265,7748285,4085327,131178,837533,32708,13162,2212649
2026-03-05,502929,7738945,4085406,131245,829451,30313,12972,2212976
2026-03-06,542821,7722622,4082625,130540,896805,30732,14426,2213264
2026-03-07,510947,7701371,4080778,129819,858513,30521,13138,2213520
2026-03-08,487877,7694402,4079833,129367,827032,31043,12553,2213779
2026-03-09,489692,7673414,4079999,128956,807424,29874,11855,2214001
2026-03-10,495686,7650187,4079030,128602,813466,31045,12495,2214248
2026-03-11,510141,7638851,4076124,128251,836997,30731,12467,2214497
2026-03-12,541274,7628641,4071955,127772,884002,31559,13823,2214750
2026-03-13,585040,7614179,4069687,127799,957823,37184,19868,2215022
2026-03-14,523076,7548523,4060374,127392,884573,33355,15041,2215306
2026-03-15,508578,7507961,4053445,127037,860504,32330,14676,2215580
2026-03-16,533085,7498342,4050687,127208,875502,32067,14875,2215832
